Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Effective Speed,Average Score,Overclocked Score,Value & Sentiment,Code Name,Launch Date,Processor Number,# of Cores,# of Threads,Max TDP,Price,Sockets Supported
CPU,HDE00ZFBGRBOX,AMD,Phenom II X6 1100T,388,64.6,9692,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1100T/Rating/2004,-3,-8,-8,-1683,,,,,,,340,
CPU,,Intel,Core i5-8350U,389,64.6,9778,https://cpu.userbenchmark.com/SpeedTest/388461/IntelR-CoreTM-i5-8350U-CPU---170GHz,-4,-5,-3,-1698,Kaby Lake R,Q3'17,i5-8350U,4,8,15,,FC-BGA1356
CPU,BX80646I34170,Intel,Core i3-4170,390,64.5,31150,https://cpu.userbenchmark.com/SpeedTest/28214/IntelR-CoreTM-i3-4170-CPU---370GHz,-4,-7,-7,-340,Haswell,Q1'15,i3-4170,2,4,54,89,FCLGA1150
CPU,FJ8068404064405,Intel,Core i7-8565U,391,64.5,38684,https://cpu.userbenchmark.com/SpeedTest/591977/IntelR-CoreTM-i7-8565U-CPU---180GHz,-3,-4,-2,-381,Whiskey Lake,Q3'18,i7-8565U,4,8,15,,FCBGA1528
CPU,CM8068403377713,Intel,Pentium G5500T,392,64.4,31,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz,-4,-8,-8,,Coffee Lake,Q2'18,G5500T,2,4,35,,FCLGA1151
CPU,YD1400BBAEBOX,AMD,Ryzen 5 1400,393,64.4,44766,https://cpu.userbenchmark.com/AMD-Ryzen-5-1400/Rating/3922,-4,-4,-3,-236,,,,,,,135,
CPU,,Intel,Xeon W3520,394,64.4,4692,https://cpu.userbenchmark.com/SpeedTest/3585/IntelR-XeonR-CPU-----------W3520----267GHz,-4,-9,-9,-2357,Bloomfield,Q1'09,W3520,4,8,130,39,FCLGA1366
CPU,,Intel,Core i7-4750HQ,395,64.3,4119,https://cpu.userbenchmark.com/SpeedTest/3709/IntelR-CoreTM-i7-4750HQ-CPU---200GHz,-4,-6,-5,,Crystal Well,Q3'13,i7-4750HQ,4,8,47,,FCBGA1364
CPU,,Intel,Core i5-2405S,396,64.3,131,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR-CoreTM-i5-2405S-CPU---250GHz,-4,-9,-9,,Sandy Bridge,Q2'11,i5-2405S,4,4,65,,"FCLGA1155, LGA1155"
CPU,,Intel,Core i7-4770HQ,397,64.3,1172,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR-CoreTM-i7-4770HQ-CPU---220GHz,-4,-5,-4,,Crystal Well,Q3'14,i7-4770HQ,4,8,47,,FCBGA1364
CPU,,Intel,Core i5-1035G4,398,64.3,3052,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR-CoreTM-i5-1035G4-CPU---110GHz,-4,-3,-1,-1706,,Q3'19,i5-1035G4,4,8,15,,FCBGA1526
CPU,,Intel,Core i5-2400S,399,64.2,6592,https://cpu.userbenchmark.com/SpeedTest/304/IntelR-CoreTM-i5-2400S-CPU---250GHz,-4,-9,-9,-1042,Sandy Bridge,Q1'11,i5-2400S,4,4,65,330,LGA1155
CPU,BX80677I37100T,Intel,Core i3-7100T,400,64.2,1442,https://cpu.userbenchmark.com/SpeedTest/230301/IntelR-CoreTM-i3-7100T-CPU---340GHz,-4,-8,-7,,Kaby Lake,Q1'17,i3-7100T,2,4,35,,FCLGA1151
CPU,,AMD,Ryzen 9 4900U,401,64.1,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics,-4,-3,-4,,,,,,,,,
CPU,,Intel,Core i5-1035G7,402,64.1,1356,https://cpu.userbenchmark.com/SpeedTest/920409/IntelR-CoreTM-i5-1035G7-CPU---120GHz,-4,-3,-1,,,Q3'19,i5-1035G7,4,8,15,,FCBGA1526
CPU,CM8068403360212,Intel,Pentium G5400T,403,64.1,83,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR-PentiumR-Gold-G5400T-CPU---310GHz,-4,-9,-9,,Coffee Lake,Q2'18,G5400T,2,4,35,72,FCLGA1151
CPU,BX80677G4560,Intel,Pentium G4560,404,64,54506,https://cpu.userbenchmark.com/Intel-Pentium-G4560/Rating/3892,-4,-7,-7,-177,Kaby Lake,Q1'17,G4560,2,4,54,60,FCLGA1151
CPU,,AMD,FX-6350 Six-Core,405,63.9,20146,https://cpu.userbenchmark.com/SpeedTest/713/AMD-FXtm-6350-Six-Core-Processor,-4,-8,-7,-866,,,,,,,225,
CPU,,Intel,Core i7-8550U,406,63.9,114641,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR-CoreTM-i7-8550U-CPU---180GHz,-4,-5,-2,-198,Kaby Lake R,Q3'17,i7-8550U,4,8,15,,FC-BGA1356
CPU,,Intel,Core i5-7260U,407,63.8,1710,https://cpu.userbenchmark.com/SpeedTest/269906/IntelR-CoreTM-i5-7260U-CPU---220GHz,-4,-8,-8,,Kaby Lake,Q1'17,i5-7260U,2,4,15,,
CPU,YD1200BBAEBOX,AMD,Ryzen 3 1200,408,63.8,53853,https://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931,-4,-6,-4,-150,,,,,,,78,
CPU,,AMD,Phenom II X4 980,409,63.7,945,https://cpu.userbenchmark.com/SpeedTest/5445/AMD-Phenomtm-II-X4-980-Processor,-4,-10,-9,,,,,,,,,
CPU,FD837EWMHKBOX,AMD,FX-8370E,410,63.6,4142,https://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984,-4,-8,-6,-4916,,,,,,,130,
CPU,,Intel,Core i7-8650U,411,63.6,25407,https://cpu.userbenchmark.com/SpeedTest/353957/IntelR-CoreTM-i7-8650U-CPU---190GHz,-4,-4,-2,-718,Kaby Lake R,Q3'17,i7-8650U,4,8,15,,FC-BGA1356
CPU,,Intel,Core i7-4702HQ,412,63.6,2446,https://cpu.userbenchmark.com/SpeedTest/297/IntelR-CoreTM-i7-4702HQ-CPU---220GHz,-4,-7,-5,,Haswell,Q2'13,i7-4702HQ,4,8,37,,FCBGA1364
CPU,FD8320FRHKBOX,AMD,FX-8320,413,63.5,93392,https://cpu.userbenchmark.com/AMD-FX-8320/Rating/1983,-4,-8,-7,-222,,,,,,,163,
CPU,,Intel,Core i7-3615QM,414,63.5,1958,https://cpu.userbenchmark.com/SpeedTest/806/IntelR-CoreTM-i7-3615QM-CPU---230GHz,-4,-7,-6,,Ivy Bridge,Q2'12,i7-3615QM,4,8,45,,FCBGA1224
CPU,BX80646I34160,Intel,Core i3-4160,415,63.5,23321,https://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816,-4,-8,-7,-331,Haswell,Q3'14,i3-4160,2,4,54,120,FCLGA1150
CPU,,Intel,Core i7-2920XM,416,63.4,662,https://cpu.userbenchmark.com/SpeedTest/459/IntelR-CoreTM-i7-2920XM-CPU---250GHz,-4,-7,-5,,Sandy Bridge,Q1'11,i7-2920XM,4,8,55,,FCPGA988
CPU,,Intel,Core i7-3632QM,417,63.4,19177,https://cpu.userbenchmark.com/SpeedTest/36/IntelR-CoreTM-i7-3632QM-CPU---220GHz,-4,-7,-6,-1462,Ivy Bridge,Q3'12,i7-3632QM,4,8,35,,
CPU,,AMD,FX-8310,418,63.3,1274,https://cpu.userbenchmark.com/SpeedTest/18534/AMD-FXtm-8310-Eight-Core-Processor,-4,-9,-8,,,,,,,,,
CPU,,Intel,Core i7-2960XM,419,63.2,654,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz,-4,-7,-5,,Sandy Bridge,Q4'11,i7-2960XM,4,8,55,,FCPGA988
CPU,,Intel,Xeon X3430,420,63.2,2382,https://cpu.userbenchmark.com/SpeedTest/5225/IntelR-XeonR-CPU-----------X3430----240GHz,-4,-12,-7,,Lynnfield,Q3'09,X3430,4,4,95,,LGA1156
CPU,,Intel,Xeon E5-2630 0,421,63.1,736,https://cpu.userbenchmark.com/SpeedTest/6512/IntelR-XeonR-CPU-E5-2630-0---230GHz,-4,-8,-7,-4918,Sandy Bridge EP,Q1'12,E5-2630,6,12,95,112,FCLGA2011
CPU,,Intel,Core i7-3635QM,422,63.1,2161,https://cpu.userbenchmark.com/SpeedTest/2465/IntelR-CoreTM-i7-3635QM-CPU---240GHz,-4,-7,-5,,Ivy Bridge,Q3'12,i7-3635QM,4,8,45,,
CPU,,Intel,Core i5-8250U,423,63.1,142040,https://cpu.userbenchmark.com/SpeedTest/338266/IntelR-CoreTM-i5-8250U-CPU---160GHz,-4,-6,-3,-198,Kaby Lake R,Q3'17,i5-8250U,4,8,15,,FC-BGA1356
CPU,,Intel,Xeon E5540,424,63,338,https://cpu.userbenchmark.com/SpeedTest/13822/IntelR-XeonR-CPU-----------E5540----253GHz,-4,-10,-7,,Nehalem EP,Q1'09,E5540,4,8,80,,FCLGA1366
CPU,,AMD,FX-8300,425,63,31905,https://cpu.userbenchmark.com/SpeedTest/7163/AMD-FXtm-8300-Eight-Core-Processor,-4,-8,-6,-422,,,,,,,130,
CPU,,Intel,Core i7-3612QM,426,62.9,8308,https://cpu.userbenchmark.com/SpeedTest/329/IntelR-CoreTM-i7-3612QM-CPU---210GHz,-4,-8,-7,-3333,Ivy Bridge,Q2'12,i7-3612QM,4,8,35,,FCBGA1224
CPU,,Intel,Core i7-4712HQ,427,62.9,4104,https://cpu.userbenchmark.com/SpeedTest/10973/IntelR-CoreTM-i7-4712HQ-CPU---230GHz,-4,-6,-5,-4981,Haswell,Q2'14,i7-4712HQ,4,8,37,,FCBGA1364
CPU,,AMD,Ryzen 7 2800H,428,62.8,34,https://cpu.userbenchmark.com/SpeedTest/667422/AMD-Ryzen-7-2800H-with-Radeon-Vega-Graphics,-4,-4,-3,,,,,,,,,
CPU,FD8150FRGUBOX,AMD,FX-8150,429,62.8,16524,https://cpu.userbenchmark.com/AMD-FX-8150/Rating/2006,-4,-8,-7,-844,,,,,,,,
CPU,BX80646I34150,Intel,Core i3-4150,430,62.7,24393,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309,-4,-8,-8,-459,Haswell,Q2'14,i3-4150,2,4,54,120,FCLGA1150
CPU,,AMD,Phenom II X6 1090T,431,62.7,19570,https://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor,-4,-9,-8,-871,,,,,,,345,
CPU,BX80646I34130,Intel,Core i3-4130,432,62.6,33091,https://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621,-4,-9,-8,-310,Haswell,Q3'13,i3-4130,2,4,54,80,FCLGA1150
CPU,,AMD,Phenom II X4 975,433,62.6,850,https://cpu.userbenchmark.com/SpeedTest/3020/AMD-Phenomtm-II-X4-975-Processor,-4,-11,-9,,,,,,,,,
CPU,,Intel,Core i7-2860QM,434,62.5,3211,https://cpu.userbenchmark.com/SpeedTest/103/IntelR-CoreTM-i7-2860QM-CPU---250GHz,-4,-8,-5,-4981,Sandy Bridge,Q4'11,i7-2860QM,4,8,45,469,"FCBGA1224, FCPGA988"
CPU,,AMD,Phenom II X4 970,435,62.2,2413,https://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor,-4,-11,-10,,,,,,,,,
CPU,,AMD,Phenom II X4 B65,436,62.2,166,https://cpu.userbenchmark.com/SpeedTest/6054/AMD-Phenomtm-II-X4-B65-Processor,-4,-11,-10,,,,,,,,,
CPU,FD832EWMHKBOX,AMD,FX-8320E,437,62.2,25309,https://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985,-4,-9,-7,-744,,,,,,,278,
CPU,,AMD,Phenom II X6 1075T,438,62.1,3390,https://cpu.userbenchmark.com/SpeedTest/913/AMD-Phenomtm-II-X6-1075T-Processor,-4,-10,-9,-4952,,,,,,,254,
CPU,,Intel,Core i3-3250,439,61.9,2749,https://cpu.userbenchmark.com/SpeedTest/4950/IntelR-CoreTM-i3-3250-CPU---350GHz,-4,-10,-9,-4840,Ivy Bridge,Q2'13,i3-3250,2,4,55,49,FCLGA1155
CPU,,Intel,Xeon E5-1603 0,440,61.9,2076,https://cpu.userbenchmark.com/SpeedTest/9880/IntelR-XeonR-CPU-E5-1603-0---280GHz,-4,-9,-9,,,,,,,,,
CPU,BX80662I36100T,Intel,Core i3-6100T,441,61.8,3259,https://cpu.userbenchmark.com/SpeedTest/40317/IntelR-CoreTM-i3-6100T-CPU---320GHz,-4,-9,-8,-2482,Skylake,Q3'15,i3-6100T,2,4,35,139,FCLGA1151
CPU,,Intel,Core i7-4610M,442,61.5,2668,https://cpu.userbenchmark.com/SpeedTest/11649/IntelR-CoreTM-i7-4610M-CPU---300GHz,-4,-9,-8,,Haswell,Q1'14,i7-4610M,2,4,37,,
CPU,,Intel,Core i7-2760QM,443,61.5,7167,https://cpu.userbenchmark.com/SpeedTest/949/IntelR-CoreTM-i7-2760QM-CPU---240GHz,-4,-8,-6,-1659,Sandy Bridge,Q4'11,i7-2760QM,4,8,45,130,"FCBGA1224, FCPGA988"
CPU,,Intel,Xeon E5-2620 v2,444,61.5,1031,https://cpu.userbenchmark.com/SpeedTest/4718/IntelR-XeonR-CPU-E5-2620-v2---210GHz,-4,-9,-8,,Ivy Bridge EP,Q3'13,E5-2620V2,6,12,80,,FCLGA2011
CPU,,AMD,Athlon II X4 555,445,61.5,108,https://cpu.userbenchmark.com/SpeedTest/12528/AMD-Athlontm-II-X4-555-Processor,-4,-13,-10,,,,,,,,,
CPU,,Intel,Core i3-2125,446,61.4,449,https://cpu.userbenchmark.com/SpeedTest/3545/IntelR-CoreTM-i3-2125-CPU---330GHz,-4,-11,-11,,Sandy Bridge,Q3'11,i3-2125,2,4,65,152,FCLGA1155
CPU,,Intel,Core2 Extreme X9770,447,61.3,307,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR-CoreTM2-Extreme-CPU-X9770----320GHz,-4,-11,-9,,,,,,,,,
CPU,,Intel,Core i5-4570T,448,61.3,3714,https://cpu.userbenchmark.com/SpeedTest/6853/IntelR-CoreTM-i5-4570T-CPU---290GHz,-4,-9,-9,-2502,Haswell,Q2'13,i5-4570T,2,4,35,200,FCLGA1150
CPU,,Intel,Core i7-2820QM,449,61.2,3852,https://cpu.userbenchmark.com/SpeedTest/3145/IntelR-CoreTM-i7-2820QM-CPU---230GHz,-4,-9,-6,-4969,Sandy Bridge,Q1'11,i7-2820QM,4,8,45,300,"FCBGA1224, FCPGA988"
CPU,FD4350FRHKBOX,AMD,FX-4350,450,61.2,8976,https://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880,-4,-11,-10,-2500,,,,,,,208,
CPU,FD6300WMHKBOX,AMD,FX-6300,451,61.2,194109,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555,-4,-10,-8,-62,,,,,,,90,
CPU,BX80637I33225,Intel,Core i3-3225,452,61.2,2154,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,-4,-10,-10,-4972,Ivy Bridge,Q3'12,i3-3225,2,4,55,325,FCLGA1155
CPU,,Intel,Xeon E5530,453,61.1,463,https://cpu.userbenchmark.com/SpeedTest/4018/IntelR-XeonR-CPU-----------E5530----240GHz,-4,-11,-11,,Nehalem EP,Q1'09,E5530,4,8,80,,FCLGA1366
CPU,,Intel,Core i7-5557U,454,60.8,1180,https://cpu.userbenchmark.com/SpeedTest/27386/IntelR-CoreTM-i7-5557U-CPU---310GHz,-4,-9,-8,,Broadwell,Q1'15,i7-5557U,2,4,28,,FCBGA1168
CPU,,Intel,Core i3-1005G1,455,60.7,1581,https://cpu.userbenchmark.com/SpeedTest/906918/IntelR-CoreTM-i3-1005G1-CPU---120GHz,-4,-6,-5,-1061,,Q3'19,i3-1005G1,2,4,15,,FCBGA1526
CPU,,Intel,Core i3-7167U,456,60.7,31,https://cpu.userbenchmark.com/SpeedTest/357115/IntelR-CoreTM-i3-7167U-CPU---280GHz,-4,-10,-10,,Kaby Lake,Q1'17,i3-7167U,2,4,28,,
CPU,,Intel,Core i3-3240,457,60.7,22511,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz,-4,-10,-10,-872,Ivy Bridge,Q3'12,i3-3240,2,4,55,,FCLGA1155
CPU,,Intel,Xeon E5620,458,60.6,2321,https://cpu.userbenchmark.com/SpeedTest/6971/IntelR-XeonR-CPU-----------E5620----240GHz,-4,-12,-11,,Westmere EP,Q1'10,E5620,4,8,80,,FCLGA1366
CPU,,AMD,FX-4170 Quad-Core,459,60.5,3895,https://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor,-4,-11,-10,-4901,,,,,,,81,
CPU,CM8067703016117,Intel,Pentium G4560T,460,60.5,280,https://cpu.userbenchmark.com/SpeedTest/467086/IntelR-PentiumR-CPU-G4560T---290GHz,-4,-10,-10,,Kaby Lake,Q1'17,G4560T,2,4,35,,
CPU,,AMD,FX-6200 Six-Core,461,60.5,4128,https://cpu.userbenchmark.com/SpeedTest/2658/AMD-FXtm-6200-Six-Core-Processor,-4,-10,-9,-4929,,,,,,,129,
CPU,,Intel,Core i7-7500U,462,60.4,100443,https://cpu.userbenchmark.com/SpeedTest/171274/IntelR-CoreTM-i7-7500U-CPU---270GHz,-4,-9,-7,-290,Kaby Lake,Q3'16,i7-7500U,2,4,15,,FCBGA1356
CPU,BX80662G4520,Intel,Pentium G4520,463,60.3,262,https://cpu.userbenchmark.com/Intel-Pentium-G4520/Rating/3537,-4,-9,-9,,Skylake,Q3'15,G4520,2,2,51,91,FCLGA1151
CPU,HDZ965FBGMBOX,AMD,Phenom II X4 965,464,60.3,35659,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-965/Rating/606,-4,-12,-11,-458,,,,,,,,
CPU,YD240GC6FBBOX,AMD,Athlon 240GE,465,60.3,273,https://cpu.userbenchmark.com/SpeedTest/705151/AMD-Athlon-240GE-with-Radeon-Vega-Graphics,-5,-7,-7,,,,,,,,72,
CPU,,Intel,Core i3-10110U,466,60.1,866,https://cpu.userbenchmark.com/SpeedTest/915083/IntelR-CoreTM-i3-10110U-CPU---210GHz,-5,-8,-6,-2042,,Q3'19,i3-10110U,2,4,15,,FCBGA1528
CPU,,AMD,Phenom II X4 B60,467,60.1,1165,https://cpu.userbenchmark.com/SpeedTest/8154/AMD-Phenomtm-II-X4-B60-Processor,-5,-12,-11,,,,,,,,,
CPU,,Intel,Core i3-2130,468,60.1,5236,https://cpu.userbenchmark.com/SpeedTest/424/IntelR-CoreTM-i3-2130-CPU---340GHz,-5,-11,-11,-1632,Sandy Bridge,Q3'11,i3-2130,2,4,65,88,FCLGA1155
CPU,,Intel,Core i7 X 940,469,60.1,413,https://cpu.userbenchmark.com/SpeedTest/2801/IntelR-CoreTM-i7-CPU-------X-940----213GHz,-5,-12,-9,,,,,,,,350,
CPU,,AMD,Ryzen 7 3750H,470,60.1,16327,https://cpu.userbenchmark.com/SpeedTest/786211/AMD-Ryzen-7-3750H-with-Radeon-Vega-Mobile-Gfx,-5,-5,-3,-412,,,,,,,,
CPU,HDT55TFBGRBOX,AMD,Phenom II X6 1055T,471,60,18617,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1055T/Rating/2003,-5,-11,-10,-1009,,,,,,,175,
CPU,,Intel,Xeon E5-2620 0,472,60,1509,https://cpu.userbenchmark.com/SpeedTest/5895/IntelR-XeonR-CPU-E5-2620-0---200GHz,-5,-10,-9,-2464,Sandy Bridge EP,Q1'12,E5-2620,6,12,95,102,FCLGA2011
CPU,,Intel,Core i5-4200H,473,60,8130,https://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz,-5,-10,-9,-4971,Haswell,Q4'13,i5-4200H,2,4,47,,FCBGA1364
CPU,,Intel,Core i5-3470T,474,60,2119,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz,-5,-11,-10,-4969,Ivy Bridge,Q2'12,i5-3470T,2,4,35,299,FCLGA1155
CPU,,Intel,Core i3-3220,475,59.9,45733,https://cpu.userbenchmark.com/SpeedTest/272/IntelR-CoreTM-i3-3220-CPU---330GHz,-5,-11,-10,-136,Ivy Bridge,Q3'12,i3-3220,2,4,55,46,FCLGA1155
CPU,,Intel,Core i7-4600M,476,59.9,4122,https://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz,-5,-10,-8,-4983,Haswell,Q4'13,i7-4600M,2,4,37,,FCPGA946
CPU,,Intel,Xeon E5520,477,59.7,1039,https://cpu.userbenchmark.com/SpeedTest/5884/IntelR-XeonR-CPU-----------E5520----227GHz,-5,-12,-12,,Nehalem EP,Q1'09,E5520,4,8,80,,FCLGA1366
CPU,,Intel,Core i3-2120,478,59.7,49963,https://cpu.userbenchmark.com/SpeedTest/2227/IntelR-CoreTM-i3-2120-CPU---330GHz,-5,-12,-11,-234,Sandy Bridge,Q1'11,i3-2120,2,4,65,250,FCLGA1155
CPU,,Intel,Core i3-3210,479,59.6,4124,https://cpu.userbenchmark.com/SpeedTest/3090/IntelR-CoreTM-i3-3210-CPU---320GHz,-5,-12,-11,-1680,Ivy Bridge,Q1'13,i3-3210,2,4,55,189,FCLGA1155
CPU,YD220GC6FBBOX,AMD,Athlon 220GE,480,59.5,247,https://cpu.userbenchmark.com/SpeedTest/700311/AMD-Athlon-220GE-with-Radeon-Vega-Graphics,-5,-8,-8,,,,,,,,62,
CPU,,Intel,Core i7-2720QM,481,59.5,6911,https://cpu.userbenchmark.com/SpeedTest/532/IntelR-CoreTM-i7-2720QM-CPU---220GHz,-5,-10,-6,-2515,Sandy Bridge,Q1'11,i7-2720QM,4,8,45,299,"FCBGA1224, FCPGA988"
CPU,,AMD,Phenom II X4 960T,482,59.4,3723,https://cpu.userbenchmark.com/SpeedTest/1813/AMD-Phenomtm-II-X4-960T-Processor,-5,-13,-11,-4988,,,,,,,469,
CPU,YD3000C6FHBOX,AMD,Athlon 3000G,483,59.4,1761,https://cpu.userbenchmark.com/SpeedTest/968952/AMD-Athlon-3000G-with-Radeon-Vega-Graphics,-5,-7,-6,-770,,,,,,,60,
CPU,,Intel,Core i3-4130T,484,59.4,3415,https://cpu.userbenchmark.com/SpeedTest/13080/IntelR-CoreTM-i3-4130T-CPU---290GHz,-5,-11,-11,-4924,Haswell,Q3'13,i3-4130T,2,4,35,107,FCLGA1150
CPU,,Intel,Core i7-2670QM,485,59.3,38450,https://cpu.userbenchmark.com/Intel-Core-i7-2670QM/Rating/1982,-5,-10,-7,-442,Sandy Bridge,Q4'11,i7-2670QM,4,8,45,200,FCPGA988
CPU,,AMD,FX-8120,486,59.3,18686,https://cpu.userbenchmark.com/SpeedTest/173/AMD-FXtm-8120-Eight-Core-Processor,-5,-10,-8,-1475,,,,,,,,
CPU,,Intel,Pentium G3470,487,59.2,114,https://cpu.userbenchmark.com/SpeedTest/28614/IntelR-PentiumR-CPU-G3470---360GHz,-5,-11,-11,,Haswell,Q1'15,G3470,2,2,53,260,FCLGA1150
CPU,,AMD,A10-6790K APU (2013 D.Ri),488,59.2,1614,https://cpu.userbenchmark.com/SpeedTest/13499/AMD-A10-6790K-APU-with-Radeontm-HD-Graphics,-5,-11,-10,,,,,,,,,
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,489,59.2,35876,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-955/Rating/2935,-5,-13,-11,-470,,,,,,,83,
CPU,AD680KWOHLBOX,AMD,A10-6800K APU (2013 D.Ri),490,59.1,8618,https://cpu.userbenchmark.com/AMD-A10-6800K-APU-2013-DRi/Rating/2936,-5,-11,-10,-1615,,,,,,,79,
CPU,,Intel,Core i3-8145U,491,59,5819,https://cpu.userbenchmark.com/SpeedTest/616038/IntelR-CoreTM-i3-8145U-CPU---210GHz,-5,-8,-6,-1469,Whiskey Lake,Q3'18,i3-8145U,2,4,15,,FCBGA1528
CPU,,Intel,Core i7-7600U,492,58.9,7481,https://cpu.userbenchmark.com/SpeedTest/220838/IntelR-CoreTM-i7-7600U-CPU---280GHz,-5,-9,-6,-2526,Kaby Lake,Q1'17,i7-7600U,2,4,15,,FCBGA1356
CPU,,Intel,Pentium G3460,493,58.9,916,https://cpu.userbenchmark.com/Intel-Pentium-G3460/Rating/2818,-5,-12,-11,,Haswell,Q3'14,G3460,2,2,53,49,FCLGA1150
CPU,,Intel,Xeon L5520,494,58.9,131,https://cpu.userbenchmark.com/SpeedTest/6285/IntelR-XeonR-CPU-----------L5520----227GHz,-5,-12,-9,,Nehalem EP,Q1'09,L5520,4,8,60,80,FCLGA1366
CPU,,AMD,Athlon II X4 760K (2013 D.Ri),495,58.9,3637,https://cpu.userbenchmark.com/SpeedTest/9072/AMD-Athlontm-X4-760K-Quad-Core-Processor,-5,-11,-10,-4864,,,,,,,59,
CPU,,AMD,Phenom II X6 1045T,496,58.9,3730,https://cpu.userbenchmark.com/SpeedTest/1873/AMD-Phenomtm-II-X6-1045T-Processor,-5,-12,-11,-4943,,,,,,,165,
CPU,,Intel,Core i3-2105,497,58.8,773,https://cpu.userbenchmark.com/SpeedTest/2747/IntelR-CoreTM-i3-2105-CPU---310GHz,-5,-13,-13,,Sandy Bridge,Q2'11,i3-2105,2,4,65,105,FCLGA1155
CPU,,AMD,Ryzen 5 3550H,498,58.8,20534,https://cpu.userbenchmark.com/SpeedTest/718601/AMD-Ryzen-5-3550H-with-Radeon-Vega-Mobile-Gfx,-5,-5,-3,-293,,,,,,,,
CPU,,Intel,Core i7-3540M,499,58.6,4348,https://cpu.userbenchmark.com/SpeedTest/921/IntelR-CoreTM-i7-3540M-CPU---300GHz,-5,-11,-9,-4963,Ivy Bridge,Q1'13,i7-3540M,2,4,35,298,"FCBGA1023, FCPGA988"
CPU,,Intel,Core X 920,500,58.5,62,https://cpu.userbenchmark.com/SpeedTest/7179/IntelR-CoreTM-CPU----------X-920----200GHz,-5,-13,-9,,,,,,,,266,
CPU,,Intel,Core i7-5550U,501,58.5,87,https://cpu.userbenchmark.com/SpeedTest/203876/IntelR-CoreTM-i7-5550U-CPU---200GHz,-5,-11,-10,,Broadwell,Q1'15,i7-5550U,2,4,15,,FCBGA1168
CPU,FF8062700837005,Intel,Core i7-2630QM,502,58.4,28870,https://cpu.userbenchmark.com/Intel-Core-i7-2630QM/Rating/2729,-5,-11,-9,-485,Sandy Bridge,Q1'11,i7-2630QM,4,8,45,199,FCPGA988
CPU,BX80662G4500,Intel,Pentium G4500,503,58.4,2312,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538,-5,-11,-10,-4898,Skylake,Q3'15,G4500,2,2,51,93,FCLGA1151
CPU,,Intel,Core i5-3380M,504,58.3,1904,https://cpu.userbenchmark.com/SpeedTest/5308/IntelR-CoreTM-i5-3380M-CPU---290GHz,-5,-11,-10,,Ivy Bridge,Q1'13,i5-3380M,2,4,35,,"FCBGA1023, FCPGA988"
CPU,,AMD,FX-6120 Six-Core,505,58.3,1203,https://cpu.userbenchmark.com/SpeedTest/7026/AMD-FXtm-6120-Six-Core-Processor,-5,-11,-10,,,,,,,,,
CPU,,Intel,Core i5-3360M,506,58.3,4014,https://cpu.userbenchmark.com/SpeedTest/701/IntelR-CoreTM-i5-3360M-CPU---280GHz,-5,-11,-10,-2525,Ivy Bridge,Q2'12,i5-3360M,2,4,35,399,"FCBGA1023, FCPGA988"
CPU,,AMD,Phenom II X4 B55,507,58.3,3547,https://cpu.userbenchmark.com/SpeedTest/878/AMD-Phenomtm-II-X4-B55-Processor,-5,-13,-11,,,,,,,,,
