Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Effective Speed,Average Score,Overclocked Score,Value & Sentiment,Code Name,Launch Date,Processor Number,# of Cores,# of Threads,Max TDP,Price,Sockets Supported
CPU,AD860KXBJASBX,AMD,Athlon II X4 860K,637,53.3,19359,https://cpu.userbenchmark.com/AMD-Athlon-II-X4-860K/Rating/3265,-7,-12,-10,-805,,,,,,,85,
CPU,,Intel,Pentium G840,638,53.2,1979,https://cpu.userbenchmark.com/SpeedTest/3067/IntelR-PentiumR-CPU-G840---280GHz,-6,-19,-19,,Sandy Bridge,Q2'11,G840,2,2,65,25,FCLGA1155
CPU,BX80646G1850,Intel,Celeron G1850,639,53.2,274,https://cpu.userbenchmark.com/Intel-Celeron-G1850/Rating/2850,-6,-16,-15,,Haswell,Q2'14,G1850,2,2,53,65,FCLGA1150
CPU,,AMD,Athlon II X4 645,640,53.1,3613,https://cpu.userbenchmark.com/SpeedTest/2408/AMD-Athlontm-II-X4-645-Processor,-7,-14,-13,,,,,,,,,
CPU,,Intel,Core i7-4650U,641,53.1,3103,https://cpu.userbenchmark.com/SpeedTest/6364/IntelR-CoreTM-i7-4650U-CPU---170GHz,-7,-15,-11,,Haswell,Q3'13,i7-4650U,2,4,15,,FCBGA1168
CPU,AD5500OKHJBOX,AMD,A8-5500 APU,642,53.1,7189,https://cpu.userbenchmark.com/SpeedTest/3432/AMD-A8-5500-APU-with-Radeontm-HD-Graphics,-7,-15,-14,-1665,,,,,,,135,
CPU,BX80677G3930,Intel,Celeron G3930,643,53.1,4980,https://cpu.userbenchmark.com/SpeedTest/235058/IntelR-CeleronR-CPU-G3930---290GHz,-7,-15,-14,-1559,Kaby Lake,Q1'17,G3930,2,2,51,44,FCLGA1151
CPU,,AMD,A8-3850 APU,644,53,2249,https://cpu.userbenchmark.com/SpeedTest/4311/AMD-A8-3850-APU-with-Radeontm-HD-Graphics,-7,-15,-15,,,,,,,,134,
CPU,,AMD,Ryzen 5 2500U,645,52.8,38871,https://cpu.userbenchmark.com/SpeedTest/378273/AMD-Ryzen-5-2500U-with-Radeon-Vega-Mobile-Gfx,-7,-7,-4,-460,,,,,,,,
CPU,AD845XACKASBX,AMD,Athlon X4 845,646,52.8,4857,https://cpu.userbenchmark.com/SpeedTest/84491/AMD-Athlontm-X4-845-Quad-Core-Processor,-7,-10,-10,-4888,,,,,,,74,
CPU,,Intel,Core i5-4250U,647,52.7,1213,https://cpu.userbenchmark.com/SpeedTest/1787/IntelR-CoreTM-i5-4250U-CPU---130GHz,-7,-17,-16,,Haswell,Q3'13,i5-4250U,2,4,15,499,FCBGA1168
CPU,,Intel,Core i7-3667U,648,52.7,2510,https://cpu.userbenchmark.com/SpeedTest/2815/IntelR-CoreTM-i7-3667U-CPU---200GHz,-7,-15,-12,,Ivy Bridge,Q2'12,i7-3667U,2,4,17,,FCBGA1023
CPU,,Intel,Core i7 Q 720,649,52.7,13004,https://cpu.userbenchmark.com/SpeedTest/140/IntelR-CoreTM-i7-CPU-------Q-720----160GHz,-7,-21,-16,-993,Clarksfield,Q3'09,i7-720QM,4,8,45,100,PGA988
CPU,,Intel,Core i5-4300U,650,52.7,24673,https://cpu.userbenchmark.com/SpeedTest/4996/IntelR-CoreTM-i5-4300U-CPU---190GHz,-7,-16,-13,-885,Haswell,Q3'13,i5-4300U,2,4,15,,FCBGA1168
CPU,,Intel,Core2 Quad Q9550,651,52.7,25009,https://cpu.userbenchmark.com/SpeedTest/334/IntelR-CoreTM2-Quad-CPU----Q9550----283GHz,-7,-16,-13,-661,Yorkfield,Q1'08,Q9550,4,,95,265,LGA775
CPU,,AMD,Ryzen 3 2300U,652,52.6,2188,https://cpu.userbenchmark.com/SpeedTest/511816/AMD-Ryzen-3-2300U-with-Radeon-Vega-Mobile-Gfx,-7,-9,-6,-4938,,,,,,,,
CPU,AD785KXBJABOX,AMD,A10-7850K APU (2014 D.Ka),653,52.6,14721,https://cpu.userbenchmark.com/AMD-A10-7850K-APU-2014-DKa/Rating/2937,-7,-12,-10,-1253,,,,,,,157,
CPU,,AMD,Athlon II X4 641,654,52.6,754,https://cpu.userbenchmark.com/SpeedTest/1698/AMD-Athlontm-II-X4-641-Quad-Core-Processor,-7,-16,-16,,,,,,,,,
CPU,,Intel,Core i3-6100U,655,52.6,18721,https://cpu.userbenchmark.com/SpeedTest/37381/IntelR-CoreTM-i3-6100U-CPU---230GHz,-7,-16,-15,-1049,Skylake,Q3'15,i3-6100U,2,4,15,,FCBGA1356
CPU,,Intel,Xeon E5504,656,52.6,358,https://cpu.userbenchmark.com/SpeedTest/6261/IntelR-XeonR-CPU-----------E5504----200GHz,-7,-18,-18,,Nehalem EP,Q1'09,E5504,4,4,80,,FCLGA1366
CPU,,AMD,A8-7670K APU (2014 D.Ka),657,52.5,1356,https://cpu.userbenchmark.com/SpeedTest/37178/AMD-A8-7670K-Radeon-R7-10-Compute-Cores-4C-6G,-7,-12,-11,,,,,,,,,
CPU,,Intel,Pentium G2010,658,52.5,2098,https://cpu.userbenchmark.com/SpeedTest/8691/IntelR-PentiumR-CPU-G2010---280GHz,-7,-18,-18,-4824,Ivy Bridge,Q1'13,G2010,2,2,55,40,FCLGA1155
CPU,,Intel,Core i5-5200U,659,52.5,77287,https://cpu.userbenchmark.com/SpeedTest/22169/IntelR-CoreTM-i5-5200U-CPU---220GHz,-7,-15,-13,-334,Broadwell,Q1'15,i5-5200U,2,4,15,,FCBGA1168
CPU,,Intel,Core i7-3517U,660,52.4,6611,https://cpu.userbenchmark.com/SpeedTest/663/IntelR-CoreTM-i7-3517U-CPU---190GHz,-7,-17,-14,-4990,Ivy Bridge,Q2'12,i7-3517U,2,4,17,,FCBGA1023
CPU,,Intel,Core i3-3110M,661,52.4,23484,https://cpu.userbenchmark.com/SpeedTest/844/IntelR-CoreTM-i3-3110M-CPU---240GHz,-7,-19,-18,-389,Ivy Bridge,Q2'12,i3-3110M,2,4,35,70,"FCBGA1023, FCPGA988"
CPU,,Intel,Pentium G2020,662,52.3,9187,https://cpu.userbenchmark.com/SpeedTest/3604/IntelR-PentiumR-CPU-G2020---290GHz,-7,-18,-17,-989,Ivy Bridge,Q1'13,G2020,2,2,55,92,FCLGA1155
CPU,,Intel,Pentium G645,663,52.3,3794,https://cpu.userbenchmark.com/SpeedTest/3264/IntelR-PentiumR-CPU-G645---290GHz,-7,-19,-18,-2444,Sandy Bridge,Q3'12,G645,2,2,65,75,FCLGA1155
CPU,,AMD,A10-7700K APU (2014 D.Ka),664,52.3,7808,https://cpu.userbenchmark.com/SpeedTest/9888/AMD-A10-7700K-APU-with-RadeonTM-R7-Graphics,-7,-13,-11,-3346,,,,,,,,
CPU,,Intel,Core2 Quad Q9450,665,52.3,4711,https://cpu.userbenchmark.com/SpeedTest/765/IntelR-CoreTM2-Quad--CPU---Q9450----266GHz,-7,-17,-14,-2412,Yorkfield,Q1'08,Q9450,4,,95,58,LGA775
CPU,BX80646G1820,Intel,Celeron G1820,666,52.2,2697,https://cpu.userbenchmark.com/Intel-Celeron-G1820/Rating/1992,-7,-18,-17,-4877,Haswell,Q1'14,G1820,2,2,53,61,FCLGA1150
CPU,,Intel,Pentium G2030,667,52.2,11882,https://cpu.userbenchmark.com/SpeedTest/3273/IntelR-PentiumR-CPU-G2030---300GHz,-7,-17,-16,-673,Ivy Bridge,Q2'13,G2030,2,2,55,29,FCLGA1155
CPU,,Intel,Core i5 680,668,52.2,513,https://cpu.userbenchmark.com/SpeedTest/3693/IntelR-CoreTM-i5-CPU---------680----360GHz,-7,-11,-11,,Clarkdale,Q2'10,i5-680,2,4,73,300,FCLGA1156
CPU,,Intel,Core i5-4210U,669,52.1,57638,https://cpu.userbenchmark.com/SpeedTest/12662/IntelR-CoreTM-i5-4210U-CPU---170GHz,-7,-17,-15,-486,Haswell,Q2'14,i5-4210U,2,4,15,,FCBGA1168
CPU,,Intel,Xeon E5440,670,52,3439,https://cpu.userbenchmark.com/SpeedTest/18165/IntelR-XeonR-CPU-----------E5440----283GHz,-7,-16,-13,,Harpertown,Q1'08,E5440,4,,80,,LGA771
CPU,,Intel,Core i5-3437U,671,52,2202,https://cpu.userbenchmark.com/SpeedTest/4219/IntelR-CoreTM-i5-3437U-CPU---190GHz,-7,-17,-14,,Ivy Bridge,Q1'13,i5-3437U,2,4,17,,FCBGA1023
CPU,,Intel,Core i5-4200U,672,51.9,41131,https://cpu.userbenchmark.com/Intel-Core-i5-4200U/Rating/2742,-7,-18,-16,-326,Haswell,Q3'13,i5-4200U,2,4,15,,FCBGA1168
CPU,,Intel,Core i5-5250U,673,51.9,2959,https://cpu.userbenchmark.com/SpeedTest/24945/IntelR-CoreTM-i5-5250U-CPU---160GHz,-7,-15,-13,,Broadwell,Q1'15,i5-5250U,2,4,15,,FCBGA1168
CPU,BX80646G1840,Intel,Celeron G1840,674,51.9,5304,https://cpu.userbenchmark.com/Intel-Celeron-G1840/Rating/2849,-7,-17,-16,-2435,Haswell,Q2'14,G1840,2,2,53,70,FCLGA1150
CPU,,Intel,Core i5-2430M,675,51.8,27261,https://cpu.userbenchmark.com/SpeedTest/429/IntelR-CoreTM-i5-2430M-CPU---240GHz,-7,-18,-15,-462,Sandy Bridge,Q4'11,i5-2430M,2,4,35,106,PPGA988
CPU,,Intel,Core2 Quad Q9505,676,51.8,1678,https://cpu.userbenchmark.com/SpeedTest/3041/IntelR-CoreTM2-Quad-CPU----Q9505----283GHz,-7,-16,-15,-4963,Yorkfield,Q3'09,Q9505,4,,95,250,LGA775
CPU,,Intel,Core i7-2637M,677,51.8,456,https://cpu.userbenchmark.com/SpeedTest/5436/IntelR-CoreTM-i7-2637M-CPU---170GHz,-7,-21,-17,,Sandy Bridge,Q2'11,i7-2637M,2,4,17,,FCBGA1023
CPU,,AMD,Athlon II X4 635,678,51.8,4084,https://cpu.userbenchmark.com/SpeedTest/3369/AMD-Athlontm-II-X4-635-Processor,-7,-15,-15,,,,,,,,,
CPU,,Intel,Core i5-3337U,679,51.8,22721,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz,-7,-18,-16,-1061,Ivy Bridge,Q1'13,i5-3337U,2,4,17,,FCBGA1023
CPU,,Intel,Core i5-2410M,680,51.7,31820,https://cpu.userbenchmark.com/Intel-Core-i5-2410M/Rating/2769,-7,-18,-16,-383,Sandy Bridge,Q1'11,i5-2410M,2,4,35,,"FCBGA1023, PPGA988"
CPU,,Intel,Celeron G1620,681,51.7,1941,https://cpu.userbenchmark.com/SpeedTest/6930/IntelR-CeleronR-CPU-G1620---270GHz,-7,-19,-19,,Ivy Bridge,Q1'13,G1620,2,2,55,60,FCLGA1155
CPU,,Intel,Core2 Quad Q9500,682,51.7,2645,https://cpu.userbenchmark.com/SpeedTest/1778/IntelR-CoreTM2-Quad-CPU----Q9500----283GHz,-7,-16,-15,,Yorkfield,,Q9500,4,,95,,LGA775
CPU,,Intel,Core i5-2415M,683,51.7,468,https://cpu.userbenchmark.com/SpeedTest/4223/IntelR-CoreTM-i5-2415M-CPU---230GHz,-7,-19,-15,,,,,,,,,
CPU,,Intel,Core i7-4550U,684,51.6,214,https://cpu.userbenchmark.com/SpeedTest/6199/IntelR-CoreTM-i7-4550U-CPU---150GHz,-7,-17,-13,,Haswell,Q3'13,i7-4550U,2,4,15,,FCBGA1168
CPU,,Intel,Core i7-2677M,685,51.6,515,https://cpu.userbenchmark.com/SpeedTest/4939/IntelR-CoreTM-i7-2677M-CPU---180GHz,-7,-21,-16,,Sandy Bridge,Q2'11,i7-2677M,2,4,17,,FCBGA1023
CPU,,AMD,Phenom II X3 720,686,51.5,2134,https://cpu.userbenchmark.com/SpeedTest/326/AMD-Phenomtm-II-X3-720-Processor,-7,-20,-18,,,,,,,,,
CPU,,AMD,Athlon II X4 640,687,51.5,13751,https://cpu.userbenchmark.com/SpeedTest/225/AMD-Athlontm-II-X4-640-Processor,-7,-15,-14,-1274,,,,,,,230,
CPU,,AMD,A6-3670 APU,688,51.4,1775,https://cpu.userbenchmark.com/SpeedTest/4657/AMD-A6-3670-APU-with-Radeontm-HD-Graphics,-7,-16,-14,,,,,,,,,
CPU,,Intel,Xeon E5430,689,51.4,1866,https://cpu.userbenchmark.com/SpeedTest/16038/IntelR-XeonR-CPU-----------E5430----266GHz,-7,-17,-14,,Harpertown,Q4'07,E5430,4,,80,,LGA771
CPU,,Intel,Core i3-7020U,690,51.4,10100,https://cpu.userbenchmark.com/SpeedTest/576199/IntelR-CoreTM-i3-7020U-CPU---230GHz,-7,-17,-15,-894,,,,,,,,
CPU,,AMD,A8-7500 APU (2014 M.Ka),691,51.4,173,https://cpu.userbenchmark.com/SpeedTest/60388/AMD-A8-7500-Radeon-R7-10-Compute-Cores-4C-6G,-7,-13,-12,,,,,,,,,
CPU,,Intel,Core i5-3427U,692,51.2,2751,https://cpu.userbenchmark.com/SpeedTest/909/IntelR-CoreTM-i5-3427U-CPU---180GHz,-7,-18,-15,,Ivy Bridge,Q2'12,i5-3427U,2,4,17,,FCBGA1023
CPU,,Intel,Xeon E7- 4870,693,51.2,14,https://cpu.userbenchmark.com/SpeedTest/8256/IntelR-XeonR-CPU-E7--4870----240GHz,-7,-13,-9,-630,,,,,,,,
CPU,FJ8067702739932,Intel,Pentium 4415U,694,51.2,3652,https://cpu.userbenchmark.com/SpeedTest/267685/IntelR-PentiumR-CPU-4415U---230GHz,-7,-17,-15,-4980,Kaby Lake,Q1'17,4415U,2,4,15,,
CPU,,AMD,Athlon II X4 631,695,51.2,965,https://cpu.userbenchmark.com/SpeedTest/2944/AMD-Athlontm-II-X4-631-Quad-Core-Processor,-7,-17,-17,,,,,,,,,
CPU,,AMD,Athlon II X4 630,696,51.2,5724,https://cpu.userbenchmark.com/SpeedTest/471/AMD-Athlontm-II-X4-630-Processor,-7,-16,-15,-4983,,,,,,,,
CPU,,Intel,Pentium 5405U,697,51.1,455,https://cpu.userbenchmark.com/SpeedTest/767922/IntelR-PentiumR-CPU-5405U---230GHz,-7,-16,-15,,,Q1 '19,5405U,2,4,15,,FCBGA1528
CPU,,AMD,Phenom 9950,698,51.1,1487,https://cpu.userbenchmark.com/SpeedTest/2758/AMD-Phenomtm-9950-Quad-Core-Processor,-7,-18,-18,,,,,,,,,
CPU,,Intel,Core i7-3689Y,699,51,34,https://cpu.userbenchmark.com/SpeedTest/4592/IntelR-CoreTM-i7-3689Y-CPU---150GHz,-7,-21,-17,,Ivy Bridge,Q1'13,i7-3689Y,2,4,13,,FCBGA1023
CPU,AD765KXBJABOX,AMD,A8-7650K APU (2014 D.Ka),700,51,11057,https://cpu.userbenchmark.com/SpeedTest/27184/AMD-A8-7650K-Radeon-R7-10-Compute-Cores-4C-6G,-7,-13,-11,-2029,,,,,,,,
CPU,,Intel,Pentium 4417U,701,51,1184,https://cpu.userbenchmark.com/SpeedTest/747524/IntelR-PentiumR-CPU-4417U---230GHz,-7,-16,-15,,,Q1'19,4417U,2,4,15,,FCBGA1356
CPU,AD9800AHABBOX,AMD,A12-9800E APU (2016 M.BR),702,51,269,https://cpu.userbenchmark.com/SpeedTest/345210/AMD-A12-9800E-RADEON-R7-12-COMPUTE-CORES-4C-8G,-7,-12,-10,,,,,,,,,
CPU,,Intel,Xeon W3505,703,50.9,513,https://cpu.userbenchmark.com/SpeedTest/12714/IntelR-XeonR-CPU-----------W3505----253GHz,-7,-24,-24,,,,,,,,,
CPU,,Intel,Xeon E5462,704,50.9,469,https://cpu.userbenchmark.com/SpeedTest/16556/IntelR-XeonR-CPU-----------E5462----280GHz,-7,-17,-16,,Harpertown,Q4'07,E5462,4,,80,,LGA771
CPU,AD9700AGABBOX,AMD,A10-9700 APU (2016 M.BR),705,50.8,6792,https://cpu.userbenchmark.com/SpeedTest/262171/AMD-A10-9700-RADEON-R7-10-COMPUTE-CORES-4C-6G,-7,-11,-10,-2529,,,,,,,,
CPU,,Intel,Core i3-5010U,706,50.7,7316,https://cpu.userbenchmark.com/SpeedTest/23565/IntelR-CoreTM-i3-5010U-CPU---210GHz,-7,-19,-18,-3353,Broadwell,Q1'15,i3-5010U,2,4,15,,FCBGA1168
CPU,,AMD,A6-3650 APU,707,50.7,2222,https://cpu.userbenchmark.com/SpeedTest/1954/AMD-A6-3650-APU-with-Radeontm-HD-Graphics,-7,-17,-17,,,,,,,,,
CPU,,Intel,Core i3-2348M,708,50.7,3191,https://cpu.userbenchmark.com/SpeedTest/2278/IntelR-CoreTM-i3-2348M-CPU---230GHz,-7,-23,-20,-4991,Sandy Bridge,Q1'13,i3-2348M,2,4,35,,
CPU,,Intel,Core i7-8500Y,709,50.7,333,https://cpu.userbenchmark.com/SpeedTest/590466/IntelR-CoreTM-i7-8500Y-CPU---150GHz,-7,-13,-7,,Amber Lake Y,Q3'18,i7-8500Y,2,4,5,,FCBGA1515
CPU,,AMD,A8-7600 APU (2014 D.Ka),710,50.6,20778,https://cpu.userbenchmark.com/SpeedTest/14050/AMD-A8-7600-Radeon-R7-10-Compute-Cores-4C-6G,-7,-13,-12,-1294,,,,,,,,
CPU,,Intel,Core i3-2370M,711,50.6,6665,https://cpu.userbenchmark.com/SpeedTest/1959/IntelR-CoreTM-i3-2370M-CPU---240GHz,-7,-22,-19,-1291,Sandy Bridge,Q1'12,i3-2370M,2,4,35,272,PPGA988
CPU,,Intel,Xeon E5-2603 0,712,50.6,158,https://cpu.userbenchmark.com/SpeedTest/4629/IntelR-XeonR-CPU-E5-2603-0---180GHz,-7,-19,-19,,Sandy Bridge EP,Q1'12,E5-2603,4,4,80,,FCLGA2011
CPU,,Intel,Core i5 660,713,50.6,3797,https://cpu.userbenchmark.com/SpeedTest/2846/IntelR-CoreTM-i5-CPU---------660----333GHz,-7,-13,-12,-4987,Clarkdale,Q1'10,i5-660,2,4,73,,FCLGA1156
CPU,,Intel,Core i5-3317U,714,50.5,19907,https://cpu.userbenchmark.com/Intel-Core-i5-3317U/Rating/2744,-7,-20,-17,-763,Ivy Bridge,Q2'12,i5-3317U,2,4,17,,FCBGA1023
CPU,,AMD,Phenom 9850,715,50.5,1742,https://cpu.userbenchmark.com/SpeedTest/2967/AMD-Phenomtm-9850-Quad-Core-Processor,-7,-19,-18,,,,,,,,,
CPU,,Intel,Celeron G1610,716,50.5,3606,https://cpu.userbenchmark.com/SpeedTest/3109/IntelR-CeleronR-CPU-G1610---260GHz,-7,-21,-20,-2358,Ivy Bridge,Q1'13,G1610,2,2,55,37,FCLGA1155
CPU,,AMD,Athlon II X3 460,717,50.5,858,https://cpu.userbenchmark.com/SpeedTest/6695/AMD-Athlontm-II-X3-460-Processor,-7,-16,-16,,,,,,,,150,
CPU,,Intel,Core i5 K 655,718,50.4,281,https://cpu.userbenchmark.com/SpeedTest/9077/IntelR-CoreTM-i5-CPU-------K-655----320GHz,-7,-13,-11,,Clarkdale,Q2'10,i5-655K,2,4,73,,FCLGA1156
CPU,,Intel,Xeon W3503,719,50.4,1209,https://cpu.userbenchmark.com/SpeedTest/3723/IntelR-XeonR-CPU-----------W3503----240GHz,-7,-26,-26,-4788,,,,,,,32,
CPU,,Intel,Core i5 661,720,50.3,1548,https://cpu.userbenchmark.com/SpeedTest/548/IntelR-CoreTM-i5-CPU---------661----333GHz,-7,-13,-12,,Clarkdale,Q1'10,i5-661,2,4,87,220,FCLGA1156
CPU,,Intel,Core2 Extreme Q6850,721,50.3,875,https://cpu.userbenchmark.com/SpeedTest/7118/IntelR-CoreTM2-Extreme-CPU-Q6850----300GHz,-7,-19,-16,,,,,,,,,
CPU,,Intel,Core2 Quad Q9400,722,50.3,16523,https://cpu.userbenchmark.com/SpeedTest/244/IntelR-CoreTM2-Quad-CPU----Q9400----266GHz,-8,-18,-15,-733,Yorkfield,Q3'08,Q9400,4,,95,170,LGA775
CPU,,AMD,Phenom II X2 565,723,50.3,254,https://cpu.userbenchmark.com/SpeedTest/2173/AMD-Phenomtm-II-X2-565-Processor,-7,-24,-22,,,,,,,,200,
CPU,,Intel,Xeon L5420,724,50.3,898,https://cpu.userbenchmark.com/SpeedTest/10433/IntelR-XeonR-CPU-----------L5420----250GHz,-7,-19,-16,,Harpertown,Q1'08,L5420,4,,50,250,LGA771
CPU,,Intel,Pentium 3550M,725,50.2,454,https://cpu.userbenchmark.com/SpeedTest/9225/IntelR-PentiumR-CPU-3550M---230GHz,-7,-23,-22,,Haswell,Q4'13,3550M,2,2,37,,FCPGA946
CPU,,Intel,Core i3-2330M,726,50.2,13155,https://cpu.userbenchmark.com/SpeedTest/1853/IntelR-CoreTM-i3-2330M-CPU---220GHz,-8,-24,-21,-862,Sandy Bridge,Q2'11,i3-2330M,2,4,35,160,"FCBGA1023, PPGA988"
CPU,FJ8066201930905,Intel,Pentium 4405U,727,50.1,2246,https://cpu.userbenchmark.com/SpeedTest/54474/IntelR-PentiumR-CPU-4405U---210GHz,-8,-19,-18,,Skylake,Q3'15,4405U,2,4,15,,FCBGA1356
CPU,,Intel,Pentium G640,728,50,1867,https://cpu.userbenchmark.com/SpeedTest/618/IntelR-PentiumR-CPU-G640---280GHz,-8,-20,-19,-4775,Sandy Bridge,Q2'12,G640,2,2,65,30,FCLGA1155
CPU,,Intel,Core2 Extreme Q9300,729,49.9,498,https://cpu.userbenchmark.com/SpeedTest/4063/IntelR-CoreTM2-Extreme-CPU-Q9300----253GHz,-8,-19,-16,,Yorkfield,Q1'08,Q9300,4,,95,172,LGA775
CPU,,Intel,Core m3-8100Y,730,49.8,325,https://cpu.userbenchmark.com/SpeedTest/648336/IntelR-CoreTM-m3-8100Y-CPU---110GHz,-8,-13,-11,,Amber Lake Y,Q3'18,m3-8100Y,2,4,5,,FCBGA1515
CPU,,Intel,Core i5-2557M,731,49.8,471,https://cpu.userbenchmark.com/SpeedTest/5422/IntelR-CoreTM-i5-2557M-CPU---170GHz,-8,-23,-18,,Sandy Bridge,Q2'11,i5-2557M,2,4,17,,FCBGA1023
CPU,,Intel,Pentium 2020M,732,49.8,6813,https://cpu.userbenchmark.com/SpeedTest/1723/IntelR-PentiumR-CPU-2020M---240GHz,-8,-23,-22,-4983,Ivy Bridge,Q3'12,2020M,2,2,35,,FCPGA988
CPU,AD786KYBJCSBX,AMD,A10-7860K APU (2014 D.Ka),733,49.8,9067,https://cpu.userbenchmark.com/SpeedTest/83781/AMD-A10-7860K-Radeon-R7-12-Compute-Cores-4C-8G,-8,-13,-10,-1230,,,,,,,91,
CPU,,Intel,Core i3-2328M,734,49.7,5810,https://cpu.userbenchmark.com/SpeedTest/2488/IntelR-CoreTM-i3-2328M-CPU---220GHz,-8,-24,-21,-3353,Sandy Bridge,Q3'12,i3-2328M,2,4,35,,FCPGA988
CPU,,AMD,Phenom II X3 710,735,49.7,730,https://cpu.userbenchmark.com/SpeedTest/2275/AMD-Phenomtm-II-X3-710-Processor,-8,-23,-20,,,,,,,,,
CPU,,AMD,FX-770K (2014 D.Ka),736,49.7,822,https://cpu.userbenchmark.com/SpeedTest/18603/AMD-FXtm-770K-Quad-Core-Processor,-8,-13,-12,,,,,,,,,
CPU,AD9700AHABBOX,AMD,A10-9700E APU (2016 D.BR),737,49.6,196,https://cpu.userbenchmark.com/SpeedTest/348934/AMD-A10-9700E-RADEON-R7-10-COMPUTE-CORES-4C-6G,-8,-13,-12,,,,,,,,,
CPU,,AMD,Athlon II X3 455,738,49.5,2545,https://cpu.userbenchmark.com/SpeedTest/1884/AMD-Athlontm-II-X3-455-Processor,-8,-17,-17,-4913,,,,,,,90,
CPU,,Intel,Core i3-2350M,739,49.4,16715,https://cpu.userbenchmark.com/SpeedTest/934/IntelR-CoreTM-i3-2350M-CPU---230GHz,-8,-23,-20,-1155,Sandy Bridge,Q4'11,i3-2350M,2,4,35,,PPGA988
CPU,,Intel,Pentium G630,740,49.4,8073,https://cpu.userbenchmark.com/SpeedTest/3112/IntelR-PentiumR-CPU-G630---270GHz,-8,-21,-20,-1231,Sandy Bridge,Q3'11,G630,2,2,65,90,FCLGA1155
CPU,,Intel,Core i3-4030U,741,49.4,16238,https://cpu.userbenchmark.com/SpeedTest/13661/IntelR-CoreTM-i3-4030U-CPU---190GHz,-8,-24,-22,-1294,Haswell,Q2'14,i3-4030U,2,4,15,,FCBGA1168
CPU,,AMD,Athlon II X4 620,742,49.4,4603,https://cpu.userbenchmark.com/SpeedTest/3430/AMD-Athlontm-II-X4-620-Processor,-8,-18,-15,-4980,,,,,,,,
CPU,,Intel,Core i5 650,743,49.3,31316,https://cpu.userbenchmark.com/SpeedTest/340/IntelR-CoreTM-i5-CPU---------650----320GHz,-8,-14,-13,-401,Clarkdale,Q1'10,i5-650,2,4,73,215,FCLGA1156
CPU,,Intel,Core i3-5015U,744,49.3,2658,https://cpu.userbenchmark.com/SpeedTest/32615/IntelR-CoreTM-i3-5015U-CPU---210GHz,-8,-21,-18,-4987,Broadwell,Q1'15,i3-5015U,2,4,15,,FCBGA1168
CPU,,Intel,Core i3-6006U,745,49.2,28891,https://cpu.userbenchmark.com/SpeedTest/214467/IntelR-CoreTM-i3-6006U-CPU---200GHz,-8,-21,-19,-561,Skylake,Q4'16,i3-6006U,2,4,15,,FCBGA1356
CPU,,AMD,Phenom II X2 560,746,49.2,1408,https://cpu.userbenchmark.com/SpeedTest/5408/AMD-Phenomtm-II-X2-560-Processor,-8,-25,-24,,,,,,,,,
CPU,AD9600AGABBOX,AMD,A8-9600 APU (2016 D.BR),747,49.2,6571,https://cpu.userbenchmark.com/SpeedTest/339630/AMD-A8-9600-RADEON-R7-10-COMPUTE-CORES-4C-6G,-8,-13,-11,-1702,,,,,,,,
CPU,,Intel,Core2 Quad Q8400,748,49.1,13171,https://cpu.userbenchmark.com/SpeedTest/1663/IntelR-CoreTM2-Quad-CPU----Q8400----266GHz,-8,-18,-18,-871,Yorkfield,Q2'09,Q8400,4,,95,230,LGA775
CPU,,Intel,Core i3-2310M,749,49,15064,https://cpu.userbenchmark.com/SpeedTest/159/IntelR-CoreTM-i3-2310M-CPU---210GHz,-8,-25,-23,-867,Sandy Bridge,Q1'11,i3-2310M,2,4,35,170,"FCBGA1023, PPGA988"
CPU,,Intel,Pentium G620,750,49,8141,https://cpu.userbenchmark.com/SpeedTest/2636/IntelR-PentiumR-CPU-G620---260GHz,-8,-22,-21,-1613,Sandy Bridge,Q2'11,G620,2,2,65,64,FCLGA1155
CPU,,AMD,A10-6700T APU (2013 D.Ri),751,48.9,49,https://cpu.userbenchmark.com/SpeedTest/5691/AMD-A10-6700T-APU-with-Radeontm-HD-Graphics,-8,-19,-15,,,,,,,,141,
CPU,,Intel,Celeron G550,752,48.8,1338,https://cpu.userbenchmark.com/SpeedTest/5014/IntelR-CeleronR-CPU-G550---260GHz,-8,-22,-21,,Sandy Bridge,Q2'12,G550,2,2,65,70,FCLGA1155
CPU,,Intel,Core i3-5005U,753,48.8,32623,https://cpu.userbenchmark.com/SpeedTest/24957/IntelR-CoreTM-i3-5005U-CPU---200GHz,-8,-22,-19,-639,Broadwell,Q1'15,i3-5005U,2,4,15,,FCBGA1168
CPU,,Intel,Core2 Quad Q9300,754,48.8,8146,https://cpu.userbenchmark.com/SpeedTest/832/IntelR-CoreTM2-Quad--CPU---Q9300----250GHz,-8,-20,-20,-2434,Yorkfield,Q1'08,Q9300,4,,95,71,LGA775
CPU,,AMD,Athlon II X3 450,755,48.7,3535,https://cpu.userbenchmark.com/SpeedTest/91/AMD-Athlontm-II-X3-450-Processor,-8,-18,-18,-2512,,,,,,,247,
CPU,,Intel,Celeron G540,756,48.6,1153,https://cpu.userbenchmark.com/SpeedTest/5981/IntelR-CeleronR-CPU-G540---250GHz,-8,-23,-23,,Sandy Bridge,Q3'11,G540,2,2,65,117,FCLGA1155
